adult,backdrop_path,budget,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,belongs_to_collection,collection_id,collection_name,genre_names,production_companies_ids,production_companies_number,production_companies_name,production_countries,spoken_languages,homepage
FALSE,/fNVivNZEg6qf0T2DTNcZMxTac7B.jpg,11500000,18176,tt1018818,en,Assassination of a High School President,"After the theft of copies of SAT exams from a principal's office, teenage reporter Bobby Funke sets out to unmask the thief. Bobby prints an article fingering Class President Paul Moore as the thief, shredding the youth's reputation. But as Bobby gets to know Paul's girlfriend, Francesca, he comes to realize he was wrong about Paul, so he sets out to unmask the true culprit.",8.790106,/9e1SZqHtyNsJzkrxOgmq8GyEjCN.jpg,2008-01-17,69564,93,Released,"Politics, popularity, paranoia, pharmaceuticals. Are you in?",Assassination of a High School President,FALSE,6,116,FALSE,,,Comedy|Crime|Mystery|Thriller,2448|829,2,Yari Film Group|Vertigo Entertainment,US,en,
FALSE,/eXuIPt9I1xuaVddlgzEQRC2EMnJ.jpg,35000000,8090,tt0880578,en,Untraceable,"Special Agent Jennifer Marsh (Diane Lane) works in an elite division of the FBI dedicated to fighting cybercrime. She thinks she has seen it all, until a particularly sadistic criminal arises on the Internet. This tech-savvy killer posts live feeds of his crimes on his website; the more hits the site gets, the faster the victim dies. Marsh and her team must find the elusive killer before time runs out.",8.723606,/ySUwDRDEn01lKIMPQorpFCMLWqE.jpg,2008-01-22,32483410,101,Released,A cyber killer has finally found the perfect accomplice: You.,Untraceable,FALSE,5.9,292,FALSE,,,Mystery|Thriller,2397|3287|126,3,Cohen/Pearl Productions|Screen Gems|Lakeshore Entertainment,US,en,http://www.sonypictures.com/movies/untraceable/
FALSE,/eEEHsG9i4MC6z4SBCrhEwYpTt1.jpg,120000000,7459,tt0811080,en,Speed Racer,"Speed Racer is the tale of a young and brilliant racing driver. When corruption in the racing leagues costs his brother his life, he must team up with the police and the mysterious Racer X to bring an end to the corruption and criminal activities. Inspired by the cartoon series.",8.722214,/dKx5lckYIQh0MpnsXxYbSkhASK2.jpg,2008-05-09,93945766,135,Released,Go!,Speed Racer,FALSE,5.7,454,FALSE,,,Action|Family|Science Fiction,264|6194|79|1885|450|12170,6,Studio Babelsberg|Warner Bros.|Village Roadshow Pictures|Silver Pictures|Anarchos Productions|Velocity Productions,AU|DE|US,en,http://www.speedracerthemovie.warnerbros.com/
FALSE,/pOKpILmjJ4m3ljGFeC3wkWPpZr4.jpg,11000000,11887,tt0962726,en,High School Musical 3: Senior Year,"It's almost graduation day for high school seniors Troy, Gabriella, Sharpay, Chad, Ryan and Taylor ― and the thought of heading off in separate directions after leaving East High has these Wildcats thinking they need to do something they'll remember forever. Together with the rest of the Wildcats, they stage a spring musical reflecting their hopes and fears about the future and their unforgettable experiences growing up together. But with graduation approaching and college plans in question, what will become of the dreams, romances, and friendships of East High's senior Wildcats?",8.670029,/ewZpH2QIfPQ0VIn9lPf7MHbLbl4.jpg,2008-10-22,252909177,116,Released,,High School Musical 3: Senior Year,FALSE,6.3,1177,TRUE,87253,High School Musical Collection,Comedy|Drama|Family|Music|Romance,2,1,Walt Disney Pictures,US,en,http://disney.go.com/disneypictures/highschoolmusical3
FALSE,/iPocIUHB4gW3dfV6ve4KLvgWOHw.jpg,10000000,13510,tt1020530,en,Eden Lake,"Eden Lake is a relentlessly tense and immaculately paced horror-thriller about modern youth gone wild. When a young couple goes to a remote wooded lake for a romantic getaway, their quiet weekend is shattered by an aggressive group of local kids. Rowdiness quickly turns to rage as the teens terrorize the couple in unimaginable ways, and a weekend outing becomes a bloody battle for survival.",8.666439,/lvNbbYrN5tNuCjyHP7uKgZD5ZFL.jpg,2008-09-12,0,91,Released,"A weekend by the lake, with views to die for.",Eden Lake,FALSE,6.7,529,FALSE,,,Horror|Thriller,8575|3272,2,Rollercoaster Films|Aramid Entertainment Fund,GB,en,
FALSE,/A4GXfPkqxCaMHowsMhgt2EfaBKA.jpg,20000000,12690,tt0800308,en,Appaloosa,Two friends hired to police a small town that is suffering under the rule of a rancher find their job complicated by the arrival of a young widow.,8.658977,/ar26XwTJz6BPFRricdNpMctyjB0.jpg,2008-09-12,20211394,115,Released,Feelings get you killed.,Appaloosa,FALSE,6.4,366,FALSE,,,Drama|Western|Crime,12|21106|4205,3,New Line Cinema|Axon Films|Groundswell Productions,US,en|es,
FALSE,/kCFUMALPRnm414RF5jk3vTBDkER.jpg,8500000,16353,tt0785035,th,Ong Bak 2,Moments from death a young man is rescued by a renowned warrior. Realizing unsurpassed physical potential in the young boy he trains him into the most dangerous man alive. As he becomes a young man he goes on a lone mission of vengeance against the vicious slave traders who enslaved him as a youth and the treacherous warlord who killed his father.,8.644278,/ezNF5WT3eRbEXUwtPa5Z8RVBUxi.jpg,2008-12-04,8936663,98,Released,Warrior. Conqueror. Legend.,Ong Bak 2,FALSE,5.9,179,TRUE,94589,Ong Bak Collection,Adventure|Action|Thriller,3182,1,Iyara Films,TH,cs|zh|ru|th,http://www.ongbak2themovie.com/
FALSE,/mcYJ7ldW2jUohC4XdnybynlLOzf.jpg,58000000,4942,tt0379865,en,Leatherheads,"A light hearted comedy about the beginnings of Professional American Football. When a decorated war hero and college all star is tempted into playing professional football. Everyone see the chance to make some big money, but when a reporter digs up some dirt on the war hero... everyone could lose out.",8.597611,/dwXbC931oXylH9G42OoXalmPGwj.jpg,2008-03-24,41299492,114,Released,"If Love Is a Game, Who'll Make the First Pass?",Leatherheads,FALSE,5.7,162,FALSE,,,Comedy|Romance|Drama,19507|33|877|22695,4,Outlaw Productions (I)|Universal Pictures|Casey Silver Productions|Smokehouse Pictures,DE|US,en|de,http://www.leatherheadsmovie.com/
FALSE,/4SQv9NPw73Z3pYEprKVk1NdIDEy.jpg,27000000,13092,tt0455538,en,How to Lose Friends & Alienate People,"A British writer struggles to fit in at a high-profile magazine in New York. Based on Toby Young's memoir ""How to Lose Friends &amp; Alienate People"".",8.501557,/gIqp469K4w7158Zg0VqNdfo3qDk.jpg,2008-10-02,17286299,110,Released,"He's across the pond, and out of his depth.",How to Lose Friends & Alienate People,FALSE,6.1,304,FALSE,,,Comedy|Romance|Drama,2452|2731|11752|9349|3272|9987,6,UK Film Council|Intandem Films|Number 9 Films|Film4|Aramid Entertainment Fund|Lipsync Productions,GB,en,
FALSE,/s2bT29y0ngXxxu2IA8AOzzXTRhd.jpg,160000000,27205,tt1375666,en,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",49.757852,/qmDpIHrmpJINaRKAfWQfftjCdyi.jpg,2010-07-14,825532764,148,Released,Your mind is the scene of the crime.,Inception,FALSE,8.2,16489,FALSE,,,Action|Thriller|Science Fiction|Mystery|Adventure,923|6194|9996,3,Legendary Pictures|Warner Bros.|Syncopy,GB|US,en,http://inceptionmovie.warnerbros.com/
FALSE,/yo1ef57MEPkEE4BDZKTZGH9uDcX.jpg,69000000,20352,tt1323594,en,Despicable Me,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",45.448882,/4zHJhBSY4kNZXfhTlmy2TzXD51M.jpg,2010-07-08,543513985,95,Released,Superbad. Superdad.,Despicable Me,FALSE,7.1,7584,TRUE,86066,Despicable Me Collection,Animation|Family,6704|33,2,Illumination Entertainment|Universal Pictures,US,en,http://www.despicable.me/
FALSE,/whjUhxqAkcv3JIdsjBxSz9vgA6C.jpg,68000000,24021,tt1325004,en,The Twilight Saga: Eclipse,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",41.239822,/fBXJGA6WNran1RL4CPKisaPI6UY.jpg,2010-06-23,698491347,124,Released,It all begins ... With a choice.,The Twilight Saga: Eclipse,FALSE,5.9,3113,TRUE,33514,The Twilight Collection,Adventure|Fantasy|Drama|Romance,5219|491|12292|4000|5218,5,Sunswept Entertainment|Summit Entertainment|Temple Hill Entertainment|Maverick Films|Imprint Entertainment,US,en,http://eclipsethemovie.com
FALSE,/xVNR5eperbCm1DI1JfGhUXd4lqm.jpg,1500000,49018,tt1591095,en,Insidious,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",34.973712,/6Tjg6DWVo2cpqDLxrOQNw1UvIMB.jpg,2010-09-13,97009150,103,Released,It's not the house that's haunted.,Insidious,FALSE,6.8,2287,TRUE,228446,Insidious Collection,Horror|Thriller,11341|2514|7437|21742,4,Stage 6 Films|Alliance Films|IM Global|Haunted Movies,US|CA,en,http://www.insidious-movie.com/
FALSE,/jxdSxqAFrdioKgXwgTs5Qfbazjq.jpg,200000000,10138,tt1228705,en,Iron Man 2,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",34.244869,/ArqpkNYGfcTIA6umWt6xihfIZZv.jpg,2010-04-28,623933331,124,Released,"It's not the armor that makes the hero, but the man inside.",Iron Man 2,FALSE,6.7,8292,TRUE,131292,Iron Man Collection,Adventure|Action|Science Fiction,420,1,Marvel Studios,US,en|ru|fr,http://www.ironmanmovie.com/
FALSE,/fmLWuAfDPaUa3Vi5nO1YUUyZaX6.jpg,80000000,11324,tt1130884,en,Shutter Island,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",34.01636,/zumLrxQmbpqhGcjpYcmZ1YXCCvI.jpg,2010-02-18,294804195,138,Released,Someone is missing.,Shutter Island,FALSE,7.9,8310,FALSE,,,Drama|Thriller|Mystery,562|4|11317|23243,4,Appian Way|Paramount|Phoenix Pictures|Sikelia Productions,US,en|de,http://www.shutterisland.com/
FALSE,/t8jFs6cOl1YVSfXXZivWtEb14tF.jpg,13000000,44214,tt0947798,en,Black Swan,"A ballet dancer wins the lead in ""Swan Lake"" and is perfect for the role of the delicate White Swan - Princess Odette - but slowly loses her mind as she becomes more and more like Odile, the Black Swan.",31.663387,/dQ7uxvsVTspVIsqjfgQj8usJpwX.jpg,2010-12-02,327803731,108,Released,,Black Swan,FALSE,7.4,5789,FALSE,,,Drama|Thriller,444|43|10246|7503,4,Dune Entertainment|Fox Searchlight Pictures|Cross Creek Pictures|Protozoa Pictures,US,en|fr|it,http://www.foxsearchlight.com/blackswan/
FALSE,/uFg02Gt69UM6Ouam4slMdD0s029.jpg,260000000,38757,tt0398286,en,Tangled,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.",31.218794,/re6AOJbhBk9FIK3knwU6rYlbPDx.jpg,2010-11-24,591794936,100,Released,They're taking adventure to new lengths.,Tangled,FALSE,7.5,4210,TRUE,463959,Tangled Collection,Animation|Family,6125|2,2,Walt Disney Animation Studios|Walt Disney Pictures,US,en,http://disney.go.com/disneypictures/tangled/
FALSE,/x5u73uBylbyCCnkzUGzt3uozqRp.jpg,80000000,27578,tt1320253,en,The Expendables,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert, heavy weapons specialist, demolitionist, and a loose-cannon sniper. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",30.761483,/y2qJoYxOhzyidsA60Mqn29H38Lk.jpg,2010-08-03,274470394,103,Released,Choose Your Weapon.,The Expendables,FALSE,6,3466,TRUE,126125,The Expendables Collection,Thriller|Adventure|Action,10254,1,Millennium Films,US,en|es,http://expendablesthemovie.com/
FALSE,/y2qAjM37QgatWeG84DDtwsZuMW.jpg,200000000,10193,tt0435761,en,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",30.170958,/AqYmOBxLjASrj5UtybIh7Axyv77.jpg,2010-06-16,1066969703,103,Released,No toy gets left behind.,Toy Story 3,FALSE,7.6,5771,TRUE,10194,Toy Story Collection,Animation|Family|Comedy,3,1,Pixar Animation Studios,US,en|es,http://disney.go.com/toystory/
FALSE,/8AazWuNBQV7QFjb9XNzJLox0Zey.jpg,40000000,37799,tt1285016,en,The Social Network,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room as a small site among friends soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications.",29.603084,/ok5Wh8385Kgblq9MSU4VGvazeMH.jpg,2010-09-30,224920315,120,Released,You don't get to 500 million friends without making a few enemies.,The Social Network,FALSE,7.2,4309,FALSE,,,Drama,5|7295|258,3,Columbia Pictures|Relativity Media|Scott Rudin Productions,US,en,http://www.thesocialnetwork-movie.com/
FALSE,/rB5SbbBEkMZYAS6MgoFp2CTxazo.jpg,155000000,10140,tt0980970,en,The Chronicles of Narnia: The Voyage of the Dawn Treader,"This time around Edmund and Lucy Pevensie, along with their pesky cousin Eustace Scrubb find themselves swallowed into a painting and on to a fantastic Narnian ship headed for the very edges of the world.",28.571686,/pRzEyrMSyvpHf92EhsVSg9Yr81t.jpg,2010-08-13,415686217,113,Released,Return to magic. Return to hope. Return to Narnia.,The Chronicles of Narnia: The Voyage of the Dawn Treader,FALSE,6.2,1975,TRUE,420,The Chronicles of Narnia Collection,Adventure|Family|Fantasy,10221|444|711,3,Walden Media|Dune Entertainment|Fox 2000 Pictures,US,en,
FALSE,/poNggE1pzQpezVcTUSPKpacujCP.jpg,170000000,20526,tt1104001,en,TRON: Legacy,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",28.138096,/vllvystwQjmXzy5OvBKnGl1JREF.jpg,2010-12-10,400062763,125,Released,The Game Has Changed.,TRON: Legacy,FALSE,6.3,3325,TRUE,63043,TRON Collection,Adventure|Action|Science Fiction,76043|2|7161|18713|23791|76067,6,Revolution Sun Studios|Walt Disney Pictures|LivePlanet|Prana Studios|Sean Bailey Productions|Kontsept Film Company,US,en,http://disney.go.com/tron/
FALSE,/qf59pVUHbY9z0Ke9Jg6HQghNJhM.jpg,28000000,23483,tt1250777,en,Kick-Ass,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",28.057863,/yZFrniO6qSwjTCosStXweYtczGT.jpg,2010-03-22,96188903,117,Released,Shut up. Kick ass.,Kick-Ass,FALSE,7.1,5574,TRUE,179892,Kick-Ass Collection,Action|Crime,5374|1632,2,Marv Films|Lionsgate,GB|US,en,
FALSE,/hAQKDTVKk04LWn82OYWLBPpsaVa.jpg,15000000,45269,tt1504320,en,The King's Speech,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",27.889775,/nkFTbA1XjKWo9LCTaV1hV2Lsgr1.jpg,2010-09-06,414211549,118,Released,Find your voice.,The King's Speech,FALSE,7.6,3469,FALSE,,,Drama|History,308|2452|19578|7309|19579|7493|7217|5005,8,The Weinstein Company|UK Film Council|Momentum Pictures|Aegis Film Fund|Molinare Investment|FilmNation Entertainment|See-Saw Films|Bedlam Productions,GB,en,http://www.kingsspeech.com/
FALSE,/vHLsgsvLtFWDlhBigKDRsYIC1p6.jpg,110000000,27576,tt0944835,en,Salt,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",27.504436,/956xMjH4sPoqimqoLOP6AI19mjm.jpg,2010-07-21,293329073,100,Released,Who is Salt?,Salt,FALSE,6.2,2489,FALSE,,,Action|Mystery|Thriller,11845|5|7295|435,4,Wintergreen Productions|Columbia Pictures|Relativity Media|Di Bonaventura Pictures,US,en|ru|ko,http://www.sonypictures.com/homevideo/salt/
FALSE,/3eR9HOkPZUbrGWDRdKHeKoiMLc4.jpg,165000000,10191,tt0892769,en,How to Train Your Dragon,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father",27.45954,/hIXX3IRFy0InUOmYeWjvhCAgQNj.jpg,2010-03-05,494878759,98,Released,One adventure will change two worlds,How to Train Your Dragon,FALSE,7.6,5118,TRUE,89137,How to Train Your Dragon Collection,Fantasy|Adventure|Animation|Family,521|20154|829,3,DreamWorks Animation|Mad Hatter Entertainment|Vertigo Entertainment,US,en,http://www.howtotrainyourdragon.com/
FALSE,/rRBpKgStVlFlK0Rl42tqxNqX5E.jpg,110000000,34544,tt0429493,en,The A-Team,"A group of Iraq War veterans goes on the run from U.S. military forces while they try to clear their names after being framed for a crime they didn't commit. Along the way, Col. Hannibal Smith, Capt. H.M. ‘Howling Mad’ Murdock , Sgt. Bosco ‘B.A.’ Baracus, and Lt. Templeton ‘Faceman’ Peck help out various people they encounter.",26.664209,/eMwotYpkcE42lGlaoCpPFaolvst.jpg,2010-06-10,177238796,117,Released,There Is No Plan B,The A-Team,FALSE,6.2,2038,FALSE,,,Thriller|Action|Adventure|Comedy|Crime,10908|444|5585|2528|1645|10893|289|25,8,Phoenix Film Partners|Dune Entertainment|Stephen J. Cannell Productions|Top Cow Productions|Scott Free Productions|Big Screen Productions|Ingenious Film Partners|20th Century Fox,US,de|en|es|fr|sw,http://www.ateam-movie.com
FALSE,/ma5Ps40txofscTtWpjs39swMnwZ.jpg,125000000,18823,tt0800320,en,Clash of the Titans,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",26.248053,/n8W2Y72VzSi8Yz6IvYWwfoiMTS6.jpg,2010-04-01,232713139,106,Released,Titans will clash.,Clash of the Titans,FALSE,5.6,2744,TRUE,86780,Clash of the Titans Collection,Adventure|Fantasy|Action,6194|80|923|3528|20478,5,Warner Bros.|The Zanuck Company|Legendary Pictures|Thunder Road Pictures|Moving Picture Company (MPC),US,en,http://www.clash-of-the-titans.com/
FALSE,/sSeo9o603MABEbAv8BGkgbLn0om.jpg,117000000,37834,tt1013743,en,Knight and Day,"A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust.",24.856316,/aHEpzwXvMtIEMBE13tWXS5oHZ7d.jpg,2010-06-15,261930431,109,Released,Every Hit Man Deserves a Second Shot!,Knight and Day,FALSE,6,1872,FALSE,,,Action|Comedy,21845|84|444|508|25,5,Pink Machine|Tree Line Films|Dune Entertainment|Regency Enterprises|20th Century Fox,US,en|de|es,http://www.knightanddaymovie.com
FALSE,/yT91We6RqDDfM4q7RX1QTHaq5q4.jpg,80000000,20504,tt1037705,en,The Book of Eli,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",24.458846,/qL3FnEug9DyBcaBXVb0oT3DJMJu.jpg,2010-01-11,157107755,118,Released,Some will kill to have it. He will kill to protect it.,The Book of Eli,FALSE,6.6,2624,FALSE,,,Action|Thriller|Science Fiction,1088|1885,2,Alcon Entertainment|Silver Pictures,US,en,
FALSE,/9UBtFxBdWDtwMLX5brS45Ryo840.jpg,60000000,22538,tt0446029,en,Scott Pilgrim vs. the World,"Scott Pilgrim is a 23 year old Canadian slacker and wannabe rockstar who falls in love with an American delivery girl, Ramona V. Flowers, and must defeat her seven ""evil exes"" to be able to date her.",24.184854,/lafRuPbjEQrrHG9QEaoyV2znZC.jpg,2010-07-27,47664559,112,Released,Get the hot girl. Defeat her evil exes. Hit love where it hurts.,Scott Pilgrim vs. the World,FALSE,7.2,2696,FALSE,,,Action|Adventure|Comedy,33|2527,2,Universal Pictures|Marc Platt Productions,CA|JP|GB|US,en,http://www.scottpilgrimthemovie.com/
FALSE,/q4s8RTQFyLrEn2S8akWGMmc8mYX.jpg,80000000,38365,tt1375670,en,Grown Ups,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",23.020826,/t6Yj2UlqsrHHK6kJO1FWepR6mEd.jpg,2010-06-24,271430189,102,Released,Boys will be boys. . . some longer than others.,Grown Ups,FALSE,6,2246,TRUE,180546,Grown Ups Collection,Comedy,5|7295|2608,3,Columbia Pictures|Relativity Media|Happy Madison Productions,US,en,http://www.grownups-movie.com/
FALSE,/2SChQOUxcGoilS3zxnFQ7LZZMgE.jpg,100000000,37710,tt1243957,en,The Tourist,"American tourist Frank (Johnny Depp) meets mysterious British woman Elsie (Angelina Jolie) on the train to Venice. Romance seems to bud, but there's more to her than meets the eye. Remake of the 2005 French film ""Anthony Zimmer"", written and directed by Jérôme Salle.",22.769189,/jfLFF0Qa9jAoTYQIKaSWmMWcKZd.jpg,2010-12-08,278731369,103,Released,It all started when he met a woman,The Tourist,FALSE,6,2142,FALSE,,,Action|Thriller|Romance,5752|5|158|682|694|3281|23731|23732,8,Sony Pictures Entertainment|Columbia Pictures|Spyglass Entertainment|Peninsula Films|StudioCanal|GK Films|Birnbaum/Barber|Cineroma SRL,FR|IT|GB|US,en|fr|it|ru|es,http://thetourist-movie.com/
FALSE,/o6anuGPog9853CPiaPQEMmdBVT0.jpg,130000000,38055,tt1001526,en,Megamind,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",22.314559,/amXAUSAUrnGuLGEyc1ZNhBvgbnF.jpg,2010-10-28,321887208,95,Released,His brain is off the chain.,Megamind,FALSE,6.7,2410,FALSE,,,Animation|Action|Comedy|Family|Science Fiction,521,1,DreamWorks Animation,US,en,http://www.megamind.com
FALSE,/8YA36faYlkpfp6aozcGsqq68pZ9.jpg,250000000,12444,tt0926084,en,Harry Potter and the Deathly Hallows: Part 1,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",22.114246,/maP4MTfPCeVD2FZbKTLUgriOW4R.jpg,2010-10-17,954305868,146,Released,One Way… One Fate… One Hero.,Harry Potter and the Deathly Hallows: Part 1,FALSE,7.6,7108,TRUE,1241,Harry Potter Collection,Adventure|Fantasy|Family,6194|7364,2,Warner Bros.|Heyday Films,GB|US,en,http://www.harrypotter.com
FALSE,/2JK9IllXGo7V2PZzLmclkB5Cf8k.jpg,150000000,9543,tt0473075,en,Prince of Persia: The Sands of Time,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",21.744036,/dtjz9Z6MTsuFyrzqdwVB4dgHENA.jpg,2010-05-19,335154643,116,Released,Defy the Future,Prince of Persia: The Sands of Time,FALSE,6.2,2884,FALSE,,,Adventure|Fantasy|Action|Romance,2|130,2,Walt Disney Pictures|Jerry Bruckheimer Films,US,en,http://disney.go.com/disneypictures/princeofpersia
FALSE,/wZkwWCrqTiYm8uo1ffuoFV8CjIb.jpg,3500000,46705,tt1120985,en,Blue Valentine,"Dean and Cindy live a quiet life in a modest neighborhood. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage.",21.261967,/r8l15gDSQMupjKXEyXkOMkRpcsn.jpg,2010-12-27,16566240,112,Released,Nobody Baby But You And Me,Blue Valentine,FALSE,6.9,1152,FALSE,,,Drama|Romance,11338|7215|2293|2290|11335|11336|11337,7,Cottage Industries|Incentive Filmed Entertainment|Silverwood Films|Hunting Lane Films|Chrysler Corporation|Shade Pictures|Motel Movies,US,en,http://www.bluevalentinemovie.com/
FALSE,/avhEibZxIr8NzHQFBjw3FjLjN7u.jpg,200000000,20662,tt0955308,en,Robin Hood,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",21.107296,/4gH0vhyOcl7QV3t81653CpWjEB6.jpg,2010-05-12,310669540,140,Released,"Rise and rise again, until lambs become lions.",Robin Hood,FALSE,6.2,1768,FALSE,,,Action|Adventure,1645|33|23|7295,4,Scott Free Productions|Universal Pictures|Imagine Entertainment|Relativity Media,GB|US,en|fr|uk,http://www.robinhoodthemovie.com/
FALSE,/oNeqMgCr8FgH3CqioA420utgdT5.jpg,65000000,41733,tt1231583,en,Due Date,"Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. Peter embarks on a terrifying journey when he accepts a ride from an actor.",20.867932,/88m6HPueDnDnuCGwDa2BtA9sK8m.jpg,2010-11-04,211780824,95,Released,Leave Your Comfort Zone,Due Date,FALSE,6.2,2170,FALSE,,,Comedy|Drama,6194|923|3527,3,Warner Bros.|Legendary Pictures|Green Hat Films,US,en|es,http://duedatemovie.warnerbros.com/
FALSE,/v0o9M1us65w1kDQp8Q6KnB5a11s.jpg,150000000,27022,tt0963966,en,The Sorcerer's Apprentice,"Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.",20.672309,/ZNSrRpdJ6FjMy4Iu6JpRTJ5Q87.jpg,2010-07-13,215283742,109,Released,It's The Coolest Job Ever.,The Sorcerer's Apprentice,FALSE,5.9,1924,FALSE,,,Fantasy|Adventure|Action|Comedy|Drama,19097|2|130|831|8000,5,Junction Entertainment|Walt Disney Pictures|Jerry Bruckheimer Films|Saturn Films|Broken Road Productions,US,en,http://disney.go.com/disneypictures/sorcerersapprentice/
