id,vote_count,video,vote_average,title,popularity,poster_path,original_language,original_title,genre_ids,backdrop_path,adult,overview,release_date,release_year,budget,imdb_id,revenue,runtime,status,tagline,belongs_to_collection,collection_id,collection_name,genre_names,production_companies_ids,production_companies_number,production_companies_name,production_countries,spoken_languages,homepage
1364,162,FALSE,6.6,Sex and Lucia,9.351904,/1sXh1xMe9KVqGvA5tBqG9DrYhzn.jpg,es,Lucía y el sexo,18|10749,/luHDb8lCciKrTMvHtfX3bipnTXe.jpg,FALSE,"Various lives converge on an isolated island, all connected by an author whose novel has become inextricably entwined with his own life.",2001-08-24,2001,0,tt0254455,2628241,128,Released,,FALSE,,,"Drama|Romance","693|694|9335|11954|11955|6780",6,"Alicia Produce S L|StudioCanal|Canal+ España|Sociedad General de Cine (SOGECINE) S.A.|Sogepaq|Televisión Española TVE","ES|FR","en|fr|de|es",
1365,311,FALSE,6.6,Monster's Ball,9.300563,/s7o0AyOFIYNjTe008pV6EZMI2IP.jpg,en,Monster's Ball,18|10749,/rNLu39wGShIXz0W28tJqGc44VOz.jpg,FALSE,"Set in the southern USA, a racist white man, Hank, falls in love with a black woman named Leticia. Ironically, Hank is a prison guard working on Death Row who executed Leticia's husband. Hank and Leticia's inter-racial affair leads to confusion and new ideas for the two unlikely lovers.",2001-11-11,2001,4000000,tt0285742,44909486,111,Released,A lifetime of change can happen in a single moment.,FALSE,,,"Drama|Romance","35|695",2,"Lions Gate Films|Lee Daniels Entertainment",US,en,
1372,2811,FALSE,7.4,Blood Diamond,12.240048,/wRamTzV6udKaMXrspxqOuo02zk0.jpg,en,Blood Diamond,18|53|28,/46y6EvnDveRFwtztyHVS0y2DipU.jpg,FALSE,"An ex-mercenary turned smuggler. A Mende fisherman. Amid the explosive civil war overtaking 1999 Sierra Leone, these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman's son conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide.",2006-12-07,2006,100000000,tt0450259,170877916,143,Released,It will cost you everything.,FALSE,,,"Drama|Thriller|Action","20938|6194|449|705|348|7380|430",7,"Liberty Pictures|Warner Bros.|Virtual Studios|Spring Creek Productions|Bedford Falls Productions|Initial Entertainment Group (IEG)|Lonely Film Productions GmbH & Co. KG.","DE|US","af|en",
1378,167,FALSE,6.2,Shortbus,8.958885,/iaS9XXoHW6ZVveu6wpLaTv1Bv29.jpg,en,Shortbus,10749|18|35,/q0fWiFPHQy42g41mxNxci2QxTIW.jpg,FALSE,"A group of New Yorkers caught up in their milieu converge at an underground salon infamous for its blend of art, music, politics, and carnality. The characters converge in a weekly Brooklyn social/artistic/sexual salon ""Shortbus"", loosely inspired by various underground NYC gatherings that took place in the early 2000's. Here, gay couple Jamie (P J DeBoy) and James (Paul Dawson) meet a young ex-model and aspiring singer Ceth (Jay Brannan).",2006-05-20,2006,2000000,tt0367027,5179037,101,Released,Open Your Mind. And Everything Else.,FALSE,,,"Romance|Drama|Comedy","1615|1616|1617",3,"Fortissimo Films|Process Productions|Q Television",US,en,
1381,1085,FALSE,6.8,The Fountain,18.888851,/lGIJvQ8ZQazOHVAA0E34yIy7gxv.jpg,en,The Fountain,18|12|878|10749,/kUGJWvouKUnbV3ruAl7TrSDiMU7.jpg,FALSE,"Spanning over one thousand years, and three parallel stories, The Fountain is a story of love, death, spirituality, and the fragility of our existence in this world.",2006-09-06,2006,35000000,tt0414993,15304890,96,Released,Death is the road to awe,FALSE,,,"Drama|Adventure|Science Fiction|Romance","6194|508|7503|10104|6438",5,"Warner Bros.|Regency Enterprises|Protozoa Pictures|New Regency Pictures|Muse Entertainment Enterprises",US,en,http://thefountainmovie.warnerbros.com/
1391,392,FALSE,7.3,Y Tu Mamá También,9.585261,/iwQLkEJGpKsuhRSpv3MkbKgPWcZ.jpg,es,Y tu mamá también,18|10749,/nvOf9OgfcbK1duJWeBqpXOzWiIt.jpg,FALSE,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",2001-06-08,2001,5000000,tt0245574,33616692,106,Released,Life has its ways of teaching. Life has its ways to confuse us. Life has its ways to move us. Life has its ways to amaze. Life has its ways to hurt us. Life has its ways to heal. Life has its ways to inspire.,FALSE,,,"Drama|Romance","1101|1102",2,"Bésame Mucho Pictures|Producciones Anhelo",MX,es,
1402,3314,FALSE,7.8,The Pursuit of Happyness,24.219442,/iMNp6gTeDBXbzjKRNYtorxZ76G2.jpg,en,The Pursuit of Happyness,18,/yFQg8nKzAWGNNBg277bvHyWSCJu.jpg,FALSE,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,2006-12-14,2006,55000000,tt0454921,307077295,117,Released,,FALSE,,,Drama,"1423|7295|12485|5",4,"Escape Artists|Relativity Media|Overbrook Entertainment|Columbia Pictures",US,"en|cn",http://www.sonypictures.com/homevideo/thepursuitofhappyness/
1417,3965,FALSE,7.6,Pan's Labyrinth,22.919294,/t0TDsqbCTgSi0AL7k4baZrOYYhi.jpg,es,El laberinto del fauno,14|18|10752,/haDThaiRnJIwzLzpcayNeE4nI69.jpg,FALSE,"Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.",2006-05-27,2006,19000000,tt0457430,83258226,118,Released,What happens when make-believe believes it's real?,FALSE,,,"Fantasy|Drama|War","2029|7470|11628",3,"Estudios Picasso|Esperanto Filmoj|Tequila Gang","ES|US|MX",es,http://www.panslabyrinth.com
1422,5398,FALSE,8,The Departed,32.241869,/tGLO9zw5ZtCeyyEWgbYGgsFxC6i.jpg,en,The Departed,18|53|80,/8Od5zV7Q7zNOX0y9tyNgpTmoiGA.jpg,FALSE,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",2006-10-05,2006,90000000,tt0407887,289847354,151,Released,Lies. Betrayal. Sacrifice. How far will you take it?,FALSE,,,"Drama|Thriller|Crime","829|5552|6194|7380|45778",5,"Vertigo Entertainment|Media Asia Films|Warner Bros.|Initial Entertainment Group (IEG)|Plan B Entertainment",US,"en|cn",http://thedeparted.warnerbros.com/
1427,1519,FALSE,7.1,Perfume: The Story of a Murderer,22.478316,/zC9JHS6NlkJKPYFxOOqBl7fQCjT.jpg,en,Perfume: The Story of a Murderer,80|14|18,/crR71u5ptmoFW3sCFjAJnHGbYOk.jpg,FALSE,"Jean-Baptiste Grenouille, born in the stench of 18th century Paris, develops a superior olfactory sense, which he uses to create the world's finest perfumes. However, his work takes a dark turn as he tries to preserve scents in the search for the ultimate perfume.",2006-09-13,2006,50000000,tt0396171,132180323,147,Released,Based on the best-selling novel,FALSE,,,"Crime|Fantasy|Drama","1208|5755|2116|753|7956|342|2875",7,"Rising Star|Constantin Film Produktion|VIP Medienfonds 4|Nouvelles Éditions de Films (NEF)|Castelao Producciones|Davis-Films|Ikiru Films","ES|DE|FR",en,http://www.parfum.film.de/
1428,744,FALSE,6.2,Once Upon a Time in Mexico,9.492619,/j3Mz1jaM3MVr5K1Ijh5D2T93VF2.jpg,en,Once Upon a Time in Mexico,28,/vQi6zDyPoX3bq9YHazcOojXkAKP.jpg,FALSE,"Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.",2003-09-11,2003,29000000,tt0285823,98185582,102,Released,The Time Has Come.,TRUE,9649,Mexico Trilogy,Action,"10807|7405|5",3,"Troublemaker Studios|Dimension Films|Columbia Pictures",US,"en|es",
1429,829,FALSE,7.2,25th Hour,16.230823,/hf3KpQ13Z8HS0ZodzooMiR8PBqD.jpg,en,25th Hour,80|18,/wPD6fl1WS81XPpGEnQOrrJHIsFe.jpg,FALSE,"The filmed adaptation from David Benioff's novel of the same name. Set in New York, a convicted drug dealer named Monty has one day left of freedom before he is sent to prison. Anger, blame, frustration, betrayal, guilt and loneliness are themes on this last day of friends, family, parties, saying goodbye, and setting things straight. A Spike Lee joint.",2002-12-16,2002,15000000,tt0307901,13060843,135,Released,This life was so close to never happening.,FALSE,,,"Crime|Drama","9195|4319",2,"Touchstone Pictures|40 Acres & A Mule Filmworks",US,en,
1433,362,FALSE,7.2,The Devil's Backbone,10.336619,/e9UizPFgoCnRCPtR0tyg2JNXY6A.jpg,es,El Espinazo del Diablo,14|18|27|53|878,/vEK1JcaRbwK3jiVGZy78EMj11dI.jpg,FALSE,"After losing his father, 10-year-old Carlos arrives at the Santa Lucia School, which shelters orphans of the Republican militia and politicians, and is taken in by the steely headmistress, Carmen, and the kindly professor, Casares. Soon after his arrival, Carlos has a run-in with the violent caretaker, Jacinto. Gradually, Carlos uncovers the secrets of the school, including the youthful ghost that wanders the grounds.",2001-04-20,2001,4500000,tt0256009,6459020,106,Released,The living will always be more dangerous than the dead.,FALSE,,,"Fantasy|Drama|Horror|Thriller|Science Fiction","1102|9335|11628|11736|11955",5,"Producciones Anhelo|Canal+ España|Tequila Gang|El Deseo S.A.|Sogepaq","ES|MX",es,
1452,1720,FALSE,5.4,Superman Returns,23.694069,/e3aLTaD5ppxo3en0GAGceekEPAe.jpg,en,Superman Returns,12|14|28|878,/pkX4ytzAXswpMhea0JKxgA5Vmqo.jpg,FALSE,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest to felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",2006-06-28,2006,270000000,tt0348150,391081192,154,Released,,TRUE,8537,Superman Collection,"Adventure|Fantasy|Action|Science Fiction","6194|429|923|9168",4,"Warner Bros.|DC Comics|Legendary Pictures|Bad Hat Harry Productions",US,"en|fr|de",http://www.superman.com
1491,2016,FALSE,7.2,The Illusionist,11.114978,/sRYw9oAiporMpq1GWcYHqmpdeAO.jpg,en,The Illusionist,14|18|53|10749,/dJl5xLVNoIUOyeQdrrc2W9cl88m.jpg,FALSE,"With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crowned prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.",2006-08-18,2006,40000000,tt0443543,86915017,110,Released,Nothing Is What It Seems.,FALSE,,,"Fantasy|Drama|Thriller|Romance","11345|25432|12260|52740|1187",5,"Stillking Films|Bull's Eye Entertainment|Bob Yari Productions|Contagious Entertainment|Michael London Productions","CZ|US",en,
1493,1249,FALSE,6.2,Miss Congeniality,22.967158,/mILq93mndRkMRz1MgaKqD3WpR1d.jpg,en,Miss Congeniality,35|80|28,/bf70xnDBMgKZs3YrSE1zm25NsBm.jpg,FALSE,"When the local FBI office receives a letter from a terrorist known only as 'The Citizen', it's quickly determined that he's planning his next act at the Miss America beauty pageant. Because tough-as-nails Gracie Hart is the only female Agent at the office, she's chosen to go undercover as the contestant from New Jersey.",2000-12-14,2000,45000000,tt0212346,212000000,111,Released,Never Mess With An Agent In A Dress.,TRUE,93220,Miss Congeniality Collection,"Comedy|Crime|Action","79|97|172|4258",4,"Village Roadshow Pictures|Castle Rock Entertainment|NPV Entertainment|Fortis Films",US,"en|es|fr|ru",
1495,1482,FALSE,6.6,Kingdom of Heaven,24.190125,/aB4urkgTxBURJMUkd0kceDD7FUM.jpg,en,Kingdom of Heaven,18|28|12|36|10752,/kxRYuGjccUCR1M0ZuG1TbzkMb7Y.jpg,FALSE,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",2005-05-03,2005,130000000,tt0320661,211643158,144,Released,"Be without fear in the face of your enemies. Safeguard the helpless, and do no wrong",FALSE,,,"Drama|Action|Adventure|History|War","264|1645|4169|19477|19478|19479|19480|19482|19483|25",10,"Studio Babelsberg|Scott Free Productions|Kanzaman|Dune Films|BK|KOH|Reino del Cielo|Inside Track 3|Calle Cruzada|20th Century Fox","DE|MA|ES|GB|US","ar|en|it|la",http://www.kingdomofheavendvd.com/
1523,712,FALSE,7.4,The Last King of Scotland,17.337901,/rgJa3DRf8L2EnYKr5ZRMpuQn0s2.jpg,en,The Last King of Scotland,18,/p7WgP9egrM3hEogrhrLiHA8QD1r.jpg,FALSE,"Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.",2006-09-01,2006,6000000,tt0455590,48027970,121,Released,Charming. Magnetic. Murderous.,FALSE,,,Drama,"43|245|284|698|2452|6705|20369|20370",8,"Fox Searchlight Pictures|Cowboy Films|DNA Films|Scottish Screen|UK Film Council|Filmfour|Slate Films|Tatfilm","UG|GB|DE|US","en|fr|de|sw",
1534,211,FALSE,5.3,Pathfinder,10.655637,/1gN8kJYFjyAOL3cR1z6lnMkElfb.jpg,en,Pathfinder,12,/7eocmQD8ytxdwrqcW4d4sLrGZO5.jpg,FALSE,"A Viking boy is left behind after his clan battles a Native American tribe. Raised within the tribe, he ultimately becomes their savior in a fight against the Norsemen.",2007-01-11,2007,45000000,tt0446013,30822861,99,Released,"Two Worlds, One War. The Ultimate Battle Begins.",FALSE,,,Adventure,"444|11317|445|25",4,"Dune Entertainment|Phoenix Pictures|Major Studio Partners|20th Century Fox",US,"en|is|ru",
1535,701,FALSE,6.8,Spy Game,10.323298,/hsb8hBeU3tkTX8SUYW6YYw6JPYD.jpg,en,Spy Game,28|80|53,/ncF0ozvDnIVFzKF0J5iqwEIezRJ.jpg,FALSE,"Veteran spy Nathan Muir is on the verge of retiring from the CIA when he learns that his one-time protégé and close friend, Tom Bishop, is a political prisoner sentenced to die in Beijing. Although their friendship has been marred by bad blood and resentment, Muir agrees to take on the most dangerous mission of his career and rescue Bishop.",2001-11-18,2001,115000000,tt0266987,143049560,126,Released,It's not how you play the game. It's how the game plays you.,FALSE,,,"Action|Crime|Thriller","33|656|657|919|7385|780",6,"Universal Pictures|Metropolitan Filmexport|Toho-Towa|Beacon Communications|Kalima Productions GmbH & Co. KG|Red Wagon Productions","GB|US","cn|en|de|ar|fr",
1537,372,FALSE,5.9,Changing Lanes,8.476164,/dCTVH1kl3aIkUmWpMT5STLAwsPs.jpg,en,Changing Lanes,28|12|80|53,/ntp9qYv2j0lVY4YJCReJabQknQs.jpg,FALSE,"A rush-hour fender-bender on New York City's crowded FDR Drive, under most circumstances, wouldn't set off a chain reaction that could decimate two people's lives. But on this day, at this time, a minor collision will turn two complete strangers into vicious adversaries. Their means of destroying each other might be different, but their goals, ultimately, will be the same: Each will systematically try to dismantle the other's life in a reckless effort to reclaim something he has lost.",2002-04-07,2002,45000000,tt0264472,94935764,89,Released,"An ambitious lawyer, a desperate father, they had no reason to meet, until today,",FALSE,,,"Action|Adventure|Crime|Thriller",4,1,Paramount,US,en,
1562,1478,FALSE,6.5,28 Weeks Later,23.688147,/kcJ99AtUykDhpzfQOApsViQa3fj.jpg,en,28 Weeks Later,27|53|878,/q4GEKbi4ZO2lhZJg0Zr6kYNKQgm.jpg,FALSE,"In this chilling sequel to 28 Days Later, the inhabitants of the British Isles appear to have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",2007-04-26,2007,15000000,tt0463854,64238440,100,Released,When days turn to weeks... the horror returns.,TRUE,1565,28 Days/Weeks Later Collection,"Horror|Thriller|Science Fiction","284|359|785|2452|2890|10890",6,"DNA Films|Figment Films|Sociedad General de Cine S.A.|UK Film Council|Fox Atomic|Koan Films","ES|GB",en,
1571,2449,FALSE,6.4,Live Free or Die Hard,30.549182,/pHWgbaXiQD2nmex7u8Xv6XmhaZS.jpg,en,Live Free or Die Hard,28|53,/74J904knbahSF7csIEfmRtmdi0t.jpg,FALSE,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.",2007-06-20,2007,110000000,tt0337978,383531464,128,Released,The old school cop is back!,TRUE,1570,Die Hard Collection,"Action|Thriller","444|289|890|11845|25",5,"Dune Entertainment|Ingenious Film Partners|Cheyenne Enterprises|Wintergreen Productions|20th Century Fox","GB|US","en|it|fr",https://www.foxmovies.com/movies/live-free-or-die-hard
1574,890,FALSE,7,Chicago,22.44247,/18pCc2XZ5MO7wsywOYEbhoeuxNw.jpg,en,Chicago,28|35|80|18|10402,/qXLXEvYSycdllvdKvmhFXLUcFhM.jpg,FALSE,Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,2002-12-26,2002,10000000,tt0299658,0,113,Released,"If You Can't Be Famous, Be Infamous",FALSE,,,"Action|Comedy|Crime|Drama|Music","14|734|8797",3,"Miramax Films|Producers Circle|Storyline Entertainment",US,"hu|en",
1576,2481,FALSE,6.4,Resident Evil,19.402073,/5jdvEi57WBGuI5n2drG8FLAbYDp.jpg,en,Resident Evil,27|28|878,/s41Er80jGJf3tNkgYHxUCttjmwv.jpg,FALSE,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",2002-03-15,2002,33000000,tt0120804,102984862,100,Released,A secret experiment. A deadly virus. A fatal mistake.,TRUE,17255,Resident Evil Collection,"Horror|Action|Science Fiction","3287|248|342|939|5755",5,"Screen Gems|Impact Pictures|Davis-Films|New Legacy|Constantin Film Produktion","FR|DE|GB|US",en,http://www.sonypictures.com/movies/residentevil/index.html
1579,1556,FALSE,7.3,Apocalypto,22.989013,/5BTFXR96hcBzmJvd9FwNayV79Xu.jpg,en,Apocalypto,28|12|18|53,/pzGegiHEX39M7JHsdBjv1wj7Eno.jpg,FALSE,"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.",2006-12-07,2006,40000000,tt0472043,120175290,139,Released,No one can outrun their destiny.,FALSE,,,"Action|Adventure|Drama|Thriller","4564|152|9195",3,"Icon Entertainment International|Icon Productions|Touchstone Pictures",US,en,
1581,1613,FALSE,6.8,The Holiday,13.482402,/ixNtpuq8OVp4IckgzkSJIflFDkw.jpg,en,The Holiday,35|10749,/9TP7FGdo9ppnuXX3DbB9RtzYKkh.jpg,FALSE,"Two women, one (Cameron Diaz) from America and one (Kate Winslet) from Britain, swap homes at Christmastime after bad breakups with their boyfriends. Each woman finds romance with a local man (Jude Law, Jack Black) but realizes that the imminent return home may end the relationship.",2006-12-08,2006,85000000,tt0457939,194168700,136,Released,It's Christmas Eve and we are going to go celebrate being young and being alive.,FALSE,,,"Comedy|Romance","735|5|33|7295",4,"Waverly Films|Columbia Pictures|Universal Pictures|Relativity Media","GB|US",en,http://www.sonypictures.com/movies/theholiday/
1584,1918,FALSE,6.8,School of Rock,19.549198,/cREN222Yw78zvSQ9bg17Y9QZS0c.jpg,en,School of Rock,35|10402,/pM1CnP0ZN2VxmrTAbBZOS3PNoNE.jpg,FALSE,"Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fifth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock 'n' roll. The school's hard-nosed principal is rightly suspicious of Finn's activities. But Finn's roommate remains in the dark about what he's doing.",2003-10-03,2003,35000000,tt0332379,131282949,109,Released,He just landed the gig of his life: 5th grade.,FALSE,,,"Comedy|Music","4|258|8647|21409|88628",5,"Paramount|Scott Rudin Productions|NEW Century|MFP Munich Film Partners GmbH & Company I. Produktions KG|Sor Productions","DE|US",en,http://www.schoolofrockmovie.com/
1593,3836,FALSE,6.4,Night at the Museum,23.833195,/NUbCSwy2EQ9Z6psUjPqr3WdVI2.jpg,en,Night at the Museum,28|12|35|10751|14,/fDuTrT0qJUgEJjexaZOce4kmO0V.jpg,FALSE,"Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits. Larry tries desperately to keep the museum under control, but he's fighting a losing battle until President Teddy Roosevelt comes to the rescue.",2006-10-20,2006,110000000,tt0477347,574480841,108,Released,Where History Comes To Life,TRUE,85943,Night at the Museum Collection,"Action|Adventure|Comedy|Family|Fantasy","289|436|2575|25",4,"Ingenious Film Partners|1492 Pictures|21 Laps Entertainment|20th Century Fox","US|GB","en|it|he",
1597,2222,FALSE,6.6,Meet the Parents,22.105671,/wVjtQtzv9IcNRGnOOdcK797Sdxx.jpg,en,Meet the Parents,35|10749,/iMBlLEjC74OQbQ60bubdF27P35K.jpg,FALSE,"Greg Focker is ready to marry his girlfriend, Pam, but before he pops the question, he must win over her formidable father, humorless former CIA agent Jack Byrnes, at the wedding of Pam's sister. As Greg bends over backward to make a good impression, his visit to the Byrnes home turns into a hilarious series of disasters, and everything that can go wrong does, all under Jack's critical, hawklike gaze.",2000-10-06,2000,55000000,tt0212338,330444045,108,Released,First comes love. Then comes the interrogation.,TRUE,51509,Meet the Parents Collection,"Comedy|Romance","11391|33|27|41248",4,"Tribeca Productions|Universal Pictures|DreamWorks SKG|Nancy Tenenbaum Films",US,en,
1619,129,FALSE,6.4,The Way of the Gun,7.775775,/zLMZxrVeepvtAbL3iUGexAtznmT.jpg,en,The Way of the Gun,28|80|18|53,/ipgnenPpBZwVRZxXstBOETpFtMT.jpg,FALSE,"Parker and Longbaugh are a pair of low-level petty criminals, living off the grid and funding their existence through unconventional and often illegal means. Wanting to move past petty crime, they vow to get the proverbial ""big score.",2000-09-08,2000,8500000,tt0202677,19125401,119,Released,,FALSE,,,"Action|Crime|Drama|Thriller",,0,,US,"es|en",
1620,1145,FALSE,5.9,Hitman,12.253899,/1U2FpMotSyaciATw5qfEsKdgpX4.jpg,en,Hitman,28|80|18|53,/6wBfey6EVR5qxYLB8pxoTVQYWkS.jpg,FALSE,"The best-selling videogame, Hitman, roars to life with both barrels blazing in this hardcore action-thriller starring Timothy Olyphant. A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue.",2007-11-21,2007,24000000,tt0465494,99965753,89,Released,Assassin 47,TRUE,390096,Hitman Collection,"Action|Crime|Drama|Thriller","867|11746|444|11747|6896|25",6,"Anka Film|Daybreak Productions|Dune Entertainment|Prime Universe Productions|EuropaCorp|20th Century Fox","FR|US","en|ru|sr",http://www.hitmanmovie.com/
1635,2188,FALSE,6.5,The Island,26.713928,/erprD7GIkvZz2KM4Z35eyTJKZMI.jpg,en,The Island,28|53|878|12,/7gckgf6lmlKsjtkmS8O0oT3iEev.jpg,FALSE,"In 2019, Lincoln Six-Echo is a resident of a seemingly ""Utopian"" but contained facility. Like all of the inhabitants of this carefully-controlled environment, Lincoln hopes to be chosen to go to The Island — reportedly the last uncontaminated location on the planet. But Lincoln soon discovers that everything about his existence is a lie.",2005-07-20,2005,126000000,tt0399201,162949164,136,Released,Your time will come...,FALSE,,,"Action|Thriller|Science Fiction|Adventure","2481|27|6194|11084|7296",5,"Platinum Dunes|DreamWorks SKG|Warner Bros.|Parkes/MacDonald Productions|K/O Paper Products",US,en,http://www.theisland-themovie.com/
1636,629,FALSE,5.7,Bedazzled,11.649038,/bgDOE1eyvi786a8vKV8rDwrAH6U.jpg,en,Bedazzled,14|35|10749,/wWXpqD4DpYu8YYJXbdhc1xGvkN0.jpg,FALSE,"Elliot Richardson, suicidal techno geek, is given seven wishes to turn his life around when he meets up with a very seductive Satan. The catch: his soul. Some of his wishes include a 7 foot basketball star, a rock star, and a hamburger. But, as could be expected, the Devil must put her own little twist on each his fantasies.",2000-10-19,2000,48000000,tt0230030,90383208,93,Released,Meet the Devil. She's giving Elliott seven wishes. But not a chance in Hell.,FALSE,,,"Fantasy|Comedy|Romance","73949|508|25",3,"KirchMedia|Regency Enterprises|20th Century Fox",US,"en|ru|es",
1640,1409,FALSE,7.1,Crash,24.401292,/pG8LL4LYMCr5uikhx9rewrW8352.jpg,en,Crash,18,/36fUo8iuN0pb4oEYrPuvsGp4W4P.jpg,FALSE,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",2005-05-06,2005,6500000,tt0375679,98410061,112,Released,You think you know who you are. You have no idea.,FALSE,,,Drama,"1632|2087|2448|12260|19528|25432|25433|25434",8,"Lionsgate|Blackfriars Bridge Films|Yari Film Group|Bob Yari Productions|ApolloProScreen Filmproduktion|Bull's Eye Entertainment|DEJ Productions|Harris Company","DE|US","en|fa|es|zh|ko",http://www.crashfilm.com/
1647,651,FALSE,6.2,The Recruit,8.784377,/hQuFWLIKUwWUWYhk6KHsBOKKeHc.jpg,en,The Recruit,28|53,/5ejNONf0Yr1CnlcJxuMBPa61DQm.jpg,FALSE,"A brilliant CIA trainee must prove his worth at the Farm, the agency's secret training grounds, where he learns to watch his back and trust no one.",2003-01-31,2003,0,tt0292506,101191884,115,Released,Trust. Betrayal. Deception. In the C.I.A. nothing is what it seems.,FALSE,,,"Action|Thriller",58262,1,Birnbaum / Barber Productions,US,"en|fa|ru",
1656,1097,FALSE,5.9,The Legend of Zorro,10.209374,/rH3WJbSE3APS1l1hTXZZbz3NVP1.jpg,en,The Legend of Zorro,28|12,/iRD5SBgro8MRmcU9Y4JNJxYmh3k.jpg,FALSE,"Having spent the last 10 years fighting injustice and cruelty, Alejandro de la Vega is now facing his greatest challenge: his loving wife Elena has thrown him out of the house!  Elena has filed for divorce and found comfort in the arms of Count Armand, a dashing French aristocrat.  But Alejandro knows something she doesn't: Armand is the evil mastermind behind a terrorist plot to destroy the United States.  And so, with his marriage and the county's future at stake, it's up to Zorro to save two unions before it's too late.",2005-10-24,2005,75000000,tt0386140,142400065,129,Released,The original caped crusader is back!,TRUE,1657,Zorro Collection,"Action|Adventure","56|5",2,"Amblin Entertainment|Columbia Pictures","MX|US","en|it|es",http://www.sonypictures.com/homevideo/thelegendofzorro/index.html
1683,269,FALSE,5.4,The Reaping,9.458613,/wwpI649fFYWaOhit5O1WLsFuHOI.jpg,en,The Reaping,53|27,/4ClJ8Gsq76gVTF3cRpNgKUTi0JM.jpg,FALSE,"Katherine Morrissey, a former Christian missionary, lost her faith after the tragic deaths of her family. Now she applies her expertise to debunking religious phenomena. When a series of biblical plagues overrun a small town, Katherine arrives to prove that a supernatural force is not behind the occurrences, but soon finds that science cannot explain what is happening. Instead, she must regain her faith to combat the evil that waits in a Louisiana swamp.",2007-04-05,2007,40000000,tt0444682,62771059,99,Released,What Hath God Wrought?,FALSE,,,"Thriller|Horror","6194|1786|19965|15763|79",5,"Warner Bros.|Dark Castle Entertainment|Chime Films|Eyetronics|Village Roadshow Pictures",US,"es|en",http://www.thereapingmovie.com
1690,1169,FALSE,5.7,Hostel,20.098107,/zF3pEs1CUbjPgioxDH4h2MEHsWl.jpg,en,Hostel,27,/9jTL24i6meo6u5hHEPwUY8TD1N4.jpg,FALSE,"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",2005-01-06,2005,4800000,tt0450278,80578934,94,Released,Welcome To Your Worst Nightmare,TRUE,86578,Hostel Collection,Horror,"1632|1507|1631|1633|17793|3287",6,"Lionsgate|International Production Company|Raw Nerve|Next Entertainment|Hostel LLC|Screen Gems",US,en,http://www.hostelfilm.com/
